title	author	body
古意	卢九围	东海有遗珠，皎皎含秋月。秋月有时亏，珠光盈不阙。朝拭玉镜台，暮映红罗襭。岂是贵知希，愿以酬高哲。
春游竹溪寺	卢九围	千竿缘竹一湾溪，掩映禅房遶曲堤。烟湿翠园花隐隐，云深碧涧草萋萋。无营祇觉幽怀旷，自在惟闻好鸟啼。清磬数声人去也，咏归还过画桥西。
秋林晚眺	卢九围	荒林日暮欲栖鸦，独立苍茫数落霞。归去不须愁路杳，隔溪秋月映芦花。
海会寺	卢九围	月户云扉半草莱，犹夸当日起楼台。寒枝莫辨金环处，贝阙谁留玉带来。织水真机鱼活泼，萦花幻梦蝶徘徊。高僧自证无生诀，懒向他年论劫灰。
雁门烟雨	卢九围	罗汉苍茫锁洞门，鸿飞不到别干坤。烟迷绿霭山山隐，雨暗长空树树昏。岂似潇湘秋弄色。空怀雁阵夜销魂。拟同浮石湖中迹，候得时来报远村。
椰酒	卢九围	几度酿蛮烟，苍苍高树巅。棕分千缕结，核破一瓜圆。玉液真神异，苍匏出自然。何须夸醴酒，直欲胜甘泉。
落花	卢九围	何处韶光不可怜，底须花落惜花妍。文章虽假知天意，色相皆空悟夙缘。香爱扑衣沾露好，舞宜送酒趁风前。残枝无计留春住，蜂蝶纷纷一惘然。
游冈山，二首之一	卢九围	翠巘青岚日影迟，行吟正好及春时。看花人向层峦立，绝似王维画里诗。
游冈山，二首之二	卢九围	突兀寒岩翠作梯，暂从开士共幽栖。夜夜落月疑天外，笑指银湾接海低。
宁靖王墓	卢九围	周道不复振，晋郑岂堪依。剧来要荒外，聊思效采薇。神圣膺天统，薄海播恩威。楼船忽飞渡，原野蔽龙旗。降藩知顺命，逝将安适归。爱此数茎发，讴吟自叹欷。苍天为之变，白日敛其晖。哀哉殉主难，从容有五妃。
渡台湾放洋	卢观源	扬帆解缆语争喧，一叶轻飘到海天。层浪有山随日涌，积流无地与云连。沟称红黑曾闻险，蠲指东南不畏偏。为问飞庐何处泊，台阳远在扶桑边。
台阳山川风物迥异中土因就游览所及志之以诗	卢观源	瀛海汪洋环四面，突起层岚开平衍。红毛近峙赤嵌城，澎湖外口相制牵。鹿耳鲲身沙浅淤，海艘出入凭一线。南北悠悠二千里，天府雄城控四县。东南一派枕高山，屴崱云端不可攀。山外海天知何处，舟楫从无此往还。地势蜿蜒俨屏翰，拥护全台曲且湾。面挹波涛临广岸，一望平原烟雾间。平原土壤美而肥，海港交横草菲菲。更有山溪资灌溉，桑麻万顷映晴晖。涓涓细流皆汇海，万水朝宗并西归。此在川流真罕见，南东其亩尽皆非。洪炉鼓涛果属奇，有山如玉照玻璃。显晦无常殊众岫，皎光恒见冬春时。玉案山腰水出火，源泉百沸焰如炊。并系中原稀有事，异见异闻孰不疑。一区迥分南与北，鸡笼山头雪未蚀。凤邑寒冬早放犁，三月陇间收种植。果蔬花卉发先期，锄耰随地可觅食。岁丰足抵三年耕，不知含鼓歌谁德。忆昔伪郑据台阳，居人番族走欲僵。干戈组练填海岸，荡平原野罢耕桑。横征贾舶充军饷，洎索富民及酒浆。幸蒙圣朝诛反侧，一朝清明景运昌。洎令休养届百年，邦称庶富泽绵绵。胶庠文物遍郡县，修竹围中起诵弦。仕宦科名侔上国，拖青泥紫或占先。声教覃敷及异类，雕题黑齿解耕田。雕黑本自夷人俗，旧与生番同族属。于今部落入编氓，火食安居植谷粟。夫唱妇随勤操作，租税公旬受约束。粗习经书暂有人，弹冠振衣宁局蹐。复睹生番半归诚，甲螺丁壮并隶名。射猎啖腥窜山谷，岁输皮贡当薄征。赤身无分寒与暑，聊蔽下体披棘荆。时隆不矜长驾术，要使羁縻乐太平。洪惟盛世防范周，文臣武将竞宣猷。水师船摆虬龙势，柳营玉帐驿路稠。牧民选用廉能吏，辑宁海国运良筹。即今生众日繁衍，皥熙有象德行流。鲰生才拙典闲曹，旷览瀛壖兴倍豪。未闻竹箭镖鎗悍，祇见浑噩气象高。海氛不染长天碧，潮汐晏如乏怒涛。敉宁是处歌乐土，发箧何须讲六韬。
台阳八景	立柱	鹿耳连帆荡碧空，鲲身集网水瀜瀜。鲫潭霁月风清丽，雁塞烟霏气郁葱。赤嵌高凌夕照紫，金鸡遥映晓霞红。香洋春耨观成后，旗尾秋搜入望雄。
曹仁宪谨荣寿七言律	简济川	金谷筵开庆寿龄，石仓家世旧传经。丝骐共绣长生佛，竹骑群瞻不老星。匏系官声鲈脍重，土风豳酒兕觞声。革除浇俗遐仁畅，木笔题诗撞寸莛。
九日会澄台即事	舒辂	北去云千叠，东来水几盘。燕台纔共署，鼊屿又同官。波冷浮槎海，烟凝隐豹峦。文光临睥睨，斗柄近阑干。菊澹诗情净，萸馨酒量宽。登台怀桂棹，煮茗羡江湍。凤翥毛抟彩，龙骧血洒汗。弯弓不尚革，走笔自飞翰。饬己一诚格，齐民万念攒。焚香读周易，鸿渐喜于磐。
二十六日晚泊澎湖	范咸	计程问澎湖，取道疑已远。沿洄逾七更，花屿杳难辨。金乌已西落，风微柁欲转。黑沟惊狂澜，横洋畏屯蹇。传闻弱水近，东去不复返。岂必饱鱼腹，窃自轻轩冕。藤緪数百尺，用试水深浅。俄见白鸟飞，色喜定残喘。澳岛三十六，卷石非绝巘。潮势觉已平，欠伸求息偃。收篷且寄泊，努力进餐饭。
七月一日宴七里香花下作，六首之一	范咸	唐昌玉蕊无踪迹，后土琼花再见难。官阁独余春桂影，婆娑长得月中看。
七月一日宴七里香花下作，六首之二	范咸	小叶荼蘼一丈余，花开五出袭琼琚。生怜青琐无消息，难觅吹箫紫凤车。
七月一日宴七里香花下作，六首之三	范咸	琼台原不在人间，素艳何来绿玉鬟。长见蕊珠宫里雪，只缘地近补陀山。
七月一日宴七里香花下作，六首之四	范咸	聚仙也合依稀似，玉质穠香总不同。欲向通明上封事，弹文先斥妒花风。
七月一日宴七里香花下作，六首之五	范咸	幸留七里香名在，认取山矾为写真。寄语世人休聚讼，冰姿原不藉前尘。
七月一日宴七里香花下作，六首之六	范咸	瀛壖合是洞仙家，宴赏贪看玉树花。赋罢新诗消受得，春风何处七香车。
七里香	范咸	翠盖团团密叶藏，繁花如雪殢幽芳。分明天上三珠树，散作人间七里香。丹桂婆娑犹入俗，绣球攒簇太郎当。何如琼岛嫣然秀，采掇还传辟瘴方。
二十八日入鹿耳门过七鲲身	范咸	遥见青山似画屏，铁嶕捩柁费丁宁。荡缨有路分沙线，浮海何人续水经。乌鬼渡寒遮鹿耳，荷兰城坼扫王庭。鲲身久绝鲸鲵迹，风起不闻战血腥。
三月二十五日渡海纪所见	范咸	海门峡如束，放舟还趁潮。岛屿渐以远，仰视惟云霄。天与水为一，远帆同秋毫。极目杳无际，意气惨不骄。问程藉指南，出海称人豪。亚班揽篷索，上下等悬猱。巨浪拍天起，比似桅樯高。龙骨从上过，一落轻于毛。远望峻岭矗，水沸山岳摇。柁师噤不语，谓是鲲鱼尻。喷沬散作雨，十里闻腥臊。转瞬无所睹，但觉心旌愮。晚霞日初落，星斗何迢迢。夜黑青磷生，非鬼亦非妖。焰焰千万点，谁将十斛拋。此景洵奇绝，坐看过中宵。鸡鸣天欲曙，华彩掀波涛。天吴与紫凤，野火春风烧。万顷荡金碧，蛟鼍争潜逃。动心复駴目，快事倾醇醪。幸逢圣御宇，海宴无飘颻。生平见未见，恣意夸同曹。得藉沧溟力，永静番俗嚣。归将画蓬壶，游仙足解嘲。笑语金华人，局蹐虚鸣镳。
元旦后四日庄副使斋头见菊花	范咸	迎年何事更争新，怪底真成海外春。花历三时如热客，蓂开五叶俨浮尘。幽姿岂必夸颜色，艳景难教信隐沦。输与寒梅仍应候，孤芳不肯早呈身。
吊五妃墓十二绝句，十二首之一	范咸	明亡已历四十载，死节犹然为故明。荒冢有人频下马，真令千古气如生。
吊五妃墓十二绝句，十二首之二	范咸	天荒地老已无亲，肯为容颜自爱身。遥望中原肠断绝，伤心不独是亡人。
吊五妃墓十二绝句，十二首之三	范咸	君后相将殉社稷，虞兮未敢笑重瞳。庙廷倘使增陪祀，臣妾应教祭享同。
吊五妃墓十二绝句，十二首之四	范咸	田妃金碗留遗穴，何似贞魂聚更奇。三百年中数忠节，五人个个是男儿。
吊五妃墓十二绝句，十二首之五	范咸	可怜椎髻文身地，小字人传纪载新。却恨燕京翻泯灭，英风独显费宫人。
吊五妃墓十二绝句，十二首之六	范咸	忍把童家旧誓忘，孝陵风雨怨苍苍。芳魂若向秦淮去，正好乘潮到故乡。
吊五妃墓十二绝句，十二首之七	范咸	长恨丁宁数语余，从容犹自整簪裾。邽西便是埋香地，三女坟应近阖闾。
吊五妃墓十二绝句，十二首之八	范咸	封题无树一孤岑，剩有儿童踯躅吟。岂是五丁开蜀道，却缘望帝哭春深。
吊五妃墓十二绝句，十二首之九	范咸	明妃无命死胡沙，青冢荒凉起暮笳。争比冰心明似月，隔江不用怨琵琶。
吊五妃墓十二绝句，十二首之十	范咸	垒垒荒坟在海滨，魂销香冷为伤神。须知不是经沟渎，绝胜要离冢畔人。
吊五妃墓十二绝句，十二首之十一	范咸	又逢上巳北邙来，宿草新浇酒一杯。自古宫人斜畔土，清明可有纸钱灰。
吊五妃墓十二绝句，十二首之十二	范咸	十姨庙已传讹久，参昴还应问水滨。今日官僚为表墓，五妃直可比三仁。
木兰花歌	范咸	诗人赋物善言理，不似庭前格竹子。当知多识即是学，废目任耳非为美。我来蓬瀛大海东，探奇直欲穷苍穹。周诹询度百不厌，肯教过眼烟云空。采辑郡志二十卷，遗书掇拾行将遍。犹惭臆断恐失真，订误考疑敢云倦。贝多罗花诗已讹，琵琶形似终如何。就中无实难伪托，佛经欲写空槎那。因阅长庆忽顿悟，辛夷恍与木兰遇。内白外紫状如莲，点点青杨虫食蠹。昔人几度上芳舟，不识征帆逐远游。今日模糊纔认得，新翻乐府却风流。
水仙花	范咸	霓裳翠袖剪吴绫，烟雾轻笼弱不胜。绰有风神凌海峤，怜他冷艳斫春冰。银盘皎洁还疑雪，金盏娇娆好试灯。拟与梅花同配食，水仙王庙最相应。
安平城阅武宴集，二首之一	范咸	牙幢直上赤嵌城，鼓吹高传画角声。持节绣衣周内史，櫜弓铁甲汉家营。盛时獮狩风还古，海外烟尘静不惊。闲煞熊罴击刁斗，承平是处久销兵。
安平城阅武宴集，二首之二	范咸	香清歌管在层城，进酒微闻宴笑声。锦簇华筵瑶岛月，丛残高垒旧时营。遥传鼙鼓风逾劲，稳卧鱼龙夜息惊。敢谓儒生矜缓带，太平天子不忘兵。
扶桑花，二首之一	范咸	祇是江乡木槿花，千重照殿炫红霞。生来不遇繁霜雪，穠艳经年向客夸。
扶桑花，二首之二	范咸	桃腮杏脸衬朝霞，那信红颜薄命嗟。两树新妆争睹胜，老夫无月不看花。
赤瓦歌有序	范咸	绛云火伞张海国，烧空灭尽青铜色。信知天运应炎方，抟土何缘变髹漆。万室于今陶者谁。炀灶浑疑欺白日。连掾栉比纷参差，画栋朱甍几回惑。汉家黄屋禁例严，风剥雨淋遮不得。临漳铜雀更何似，香姜旧款无人识。况兼四壁光炯炯，环堵恍与宫墙逼。帘前砖影更辉煌，彤墀彩绘盈阶墄。华棼俨上祝融峰，珠煤贯屋祥光直。千门万户火西驰，照耀烛龙乌戢翼。我思天台有赤城，朱霞天半称奇特。又闻南方裔外山，赤石为墙标异域。此间合是虹霓居，羲毂轩轩火鞭扶。六丁叱驭驱蛟螭，故发狂颷销鬼蜮。君不见火焰山头半焦土，爚爚如焚少荆棘。又不见焮翻地底硫磺山，草枯海破飞烟黑。麒麟之飓炊繁星，流金烁石鲸鲵息。温泉转作瘴母胎，裂窍烘池土花赩。刺桐万朵吐红丝，蓦地烧天怪繁殖。扶桑照殿逞鲜妍，艳艳絪縕锦交织。海若自来足光怪，丹邱浴日鎔金霱。蒸郁恒暘阳用九，司天南正神明力。十八重溪水漰腾，九十九峰山崱屴。鲁阳挥戈势当逐，巫尪自焚尤应殛。炬牛燧象烂功勋，庶几赫怒彰天德。祇今海宴无烽尘，不烦煅炼洪炉侧。承平但愿风雨调，永息炎威静八极。
茄藤社观番戏二绝句，二首之一	范咸	连臂相看笑踏歌，陈词道是感恩多。剧怜不似弓鞋影，一曲春风奈若何。
茄藤社观番戏二绝句，二首之二	范咸	妙相天魔学舞成，垂肩璎珞太憨生。分明即是西番曲，齐唱多罗作梵声。
乌鱼有引	范咸	网鱼竞捕正头乌，兴味频嫌至后殊。海堀引回怜瘦剧，船头悬罟急征输。钓缗信足骄渔父，幻化无须诳老夫。曾食江鲻争比得，芙蓉花里好提壶。
荔枝，二首之一	范咸	绛罗衫子雪肌肤，一种香甜绝胜酥。消渴液寒青玉髓，脱囊盘走水晶珠。阿环风味差堪拟，卢橘芳名亦少殊。饱啖拚教烟爨绝，不辞人唤作狂奴。
荔枝，二首之二	范咸	江家色绿宋家红，曾识端明谱牒中。到此得尝过玉食，无劳想象判丹枫。诗才漫说穷骚雅，兴味犹应傲上公。万事灰心殊不恶，只愁海飓阻筠笼。
庄副使惠女贞酒走笔赋谢	范咸	裸人种稻手自舂，咀嚼作麴尘埋封。椰瓢妇子共酣饮，醉奉客尝情何浓。吾曹小户偏爱洁，对此惨澹愁眉锋。梨花竹叶在何许，当筳生怕恶客逢。一朝贾舶千里至，乡味百斛来吴淞。南华仙人号酒圣，特遣从事陈词恭。江村蜡树是贞木，花开细白凌寒冬。其实补精益神气，能袪百病扶龙钟。以之为酿功力倍，丹成不啻陪赤松。我闻掀髯一长啸，年虽未老多衰容。炎方阳气舒一敛，眼花作字常驳踳。精力驽缓生恂瞀，深惧株橛心憧憧。举杯芳馥餍馋口，如鎡引铁鱼唼喁。枯肠一润融血脉，赤頳两颧丰姿丰。升床酣卧梦恬适，游仙直上蓬莱峰。感君此惠日洗斝，荡涤胶固从来胸。急撑春日看花眼，君岂巨蹷吾蛩蛩。
台俗除夕门设纸虎祭以鸭焚之谓可厌煞余名之曰焚虎元夕女子偷折人家花枝谓异日可得佳婿余名之曰窃花往时在京师作梦树堂花二诗谓事极韵且可举以为偶也今兹将毋同因赋四绝句	范咸	阶前金薄印于菟，燃虎焚香达九衢。好趁春前辟虚耗，新年事事要欢娱。
台俗除夕门设纸虎祭以鸭焚之谓可厌煞余名之曰焚虎元夕女子偷折人家花枝谓异日可得佳婿余名之曰窃花往时在京师作梦树堂花二诗谓事极韵且可举以为偶也今兹将毋同因赋四绝句	范咸	死虎犹能激毒龙，精诚大府慰三农。海隅莫怪频驱鬼，厌煞迎神重季冬。
台俗除夕门设纸虎祭以鸭焚之谓可厌煞余名之曰焚虎元夕女子偷折人家花枝谓异日可得佳婿余名之曰窃花往时在京师作梦树堂花二诗谓事极韵且可举以为偶也今兹将毋同因赋四绝句	范咸	女郎元夜踏苍苔，攀折青枝笑落梅。底事含羞佯不采。月明犬吠有人来。
台俗除夕门设纸虎祭以鸭焚之谓可厌煞余名之曰焚虎元夕女子偷折人家花枝谓异日可得佳婿余名之曰窃花往时在京师作梦树堂花二诗谓事极韵且可举以为偶也今兹将毋同因赋四绝句	范咸	梦树堂花忆昔时，又因韵事赋新诗。怜他自爱倾城色，暗祝灯前几度思。
登大嶝山	范咸	瞥见山坳翠欲流，葱茏密树景清幽。岚光迥与群峰别，海色遥看四面收。日暮碧云惊异彩，雨过寒气逼深秋。天南锁钥横江外，不放鲸鱼夜出游。
莲蕉，二首之一	范咸	奇花多变态，颜色红于火。风物类海南，不似莺花妥。
莲蕉，二首之二	范咸	已长叶中花，更生花上叶。我欲剥蕉心，酒痕映双颊。
鮡鱼次六给谏原韵	范咸	怒目棱棱遍体斑，蛇行也解曲回环。如何生在沧溟里，偏喜身居清浊间。虎穴掉头终不顾，龙门烧尾可知艰。烹鲜更怪成何味，丛笑令人鄙百蛮。
题褚太守禄观稼图	范咸	北港地肥沃，种植恒不时。四月刈新谷，六月开新灾。十月收大冬，洵有不敛穧。罔知三年畜，转贩成漏卮。番儿学唐人，亦解把锄犁。时清风日好，鸡犬皆嬉嬉。槟榔簇凤尾，猱采同儿戏。弯弓射生手，徒充他人饥。褚侯河南后，跨海效一麾。动念仁民术，写出豳风诗。美哉二千石，愿更进微规。武侯治蜀严，宽猛常相持。既庶何以教，阿谁是良师。逋逃何以绝，穷黎何以肥。至治顺大化，贵与羲皇期。何时道德同，四海仰风仪。
露香亭即事	范咸	夜凉树垂露，晨清花放香。坐觉幽意适，不知白日长。守宫鸣前楹，互答怪蝉螿。机事久已息，掉臂惊螳螂。感此发深喟，世态何张皇。营营名利窟，私欲羞难量。曷弗顺大化，鼓腹游虞唐。青青木兰树，金粟同芬芳。离离頳桐枝，火焰烧扶桑。但逞颜色好，终非金玉章。吾生更何求，返璞是所望。亢龙应有悔，大道归敛藏。君子日干干，慎守千金方。
安平镇	范昌治	台湾何崱屴，安平祗孤岛。兀立大海中，洪波际天杪。鹿耳接鲲身，沙线明皛皛。重门分界险，桅樯不轻掉。拱护府基雄，湾环曲臂绕。守土一麾来，爱此屏藩好。夏日纵扁舟，望洋恣远眺。忆昔宦游人，无如东坡老。文从海外豪，光焰增奇巧。固陋每自惭，雕虫先压倒。下车况匝月，狂吟何草草。所志不在诗，因之寄怀抱。私冀胸次间，与海同大小。百川尽倾输，万象皆明瞭。秋涛动山岳，春波润枯槁。转愧愿难酬，问心可得表。保赤贵诚求，夸浮何足道。回看戍卒忙，艛橹镫齐燎。亟命挂帆归，迅疾等飞鸟。人坐画中船，月涌冰轮皎。
和巡使六给事九头柑原韵	庄年	听莺载酒美双柑，岁暮分遗兴倍酣。红出洞庭微带涩，黄传瓯越尚输甘。橘中别种瓤余九，海外尝新岁已三。怪底淮南移枳橘，罗浮真味可曾谙。
和巡使范侍御正月五日斋头见菊花原韵	庄年	秋花开值物华新，恰是衙斋五日春。态逸香清闲有韵，帘垂风细静无尘。迎年岂谓亲轩冕，采食还应让隐沦。戏酹屠苏一相问，渊明可是尔前身。
和范侍御安平城阅武	庄年	豸冠讲武荷兰城，令肃惟闻铁甲声。襟带六州开要镇，屏藩一郡驻专营。牙樯日暖鲸鲵靖，鼓角风高燕雀惊。自是圣朝勤远略，重臣冬狩坐谈兵。
范侍御招饮七里香花下，二首之一	庄年	铃阁清严碧槛凉，一丛玉蕊正芬芳。琼姿乍怯秋初雨，花气浑同夜合香。绣斧筵前歌白雪，银鬟窗外舞霓裳。擎杯细把山矾嗅，沁我诗肠润酒肠。
范侍御招饮七里香花下，二首之二	庄年	密叶繁葩绿玉丛，朝霞掩映雪玲珑。唐昌观里依稀似，后土祠边想象同。满砌花飞惊积霰，隔邻香透趁微风。三年海外埋芳信，此日开筵兴不穷。
台湾八景	庄年	笳声互动日沈西，一片苍茫暮霭低。夕照城边催渡急，晚烟风里裹帆齐。水寒弄影光摇月，潮长移舟浪拍堤。却怪群鸦栖不定，参差楼堞望中迷。
台湾八景	庄年	一带沙平水亦停，渔舟鳞集傍遥汀。寥天夜黑难邀月，极浦灯红若聚星。网蹙熹微穿爝火，波回历乱荡流萤。远山欲看模糊甚，近岫还留半朵青。
台湾八景	庄年	桃花春涨浪如洚，鹿耳门高势更雄。殊死千军严破阵，凌虚万木怒号风。硖深不信缨犹荡，沙走还知海欲东。盛气渐平群籁寂，恬波依旧暖瀜瀜。
台湾八景	庄年	回殊漠北子卿身，六出何来伴雁臣。排闼一峰疑砌玉，凝眸几点恍堆银。炎方特为开生面，羁宦浑如遇故人。金碧山川都看尽，矾头画稿觉翻新。
台湾八景	庄年	尾闾东泄浩无边，初旭俄将黑雾穿。几度欲升犹半隐，须臾一跃似空悬。潜销蜃气金光灿，倒射鲸波血色鲜。自是中天多瑞彩，蛰龙宁敢抱珠眠。
台湾八景	庄年	残照无多日渐沉，余霞散绮满西岑。不随孤鹜飞江渚，偏逐归鸦落树林。斜度微云千片玉，淡依新月一钩金。欲餐自愧惭中散，鞅掌风尘思不禁。
台湾八景	庄年	簿书笋束苦相缠，乘兴登台意豁然。烟霭光中三面水，晴云影里四垂天。弥茫境界凭栏外，浩荡沧溟落照前。极目波涛渺无际，笑他精卫若何填。
台湾八景	庄年	纔听朝潮又暮潮，怒涛声里竹萧萧。千竿不藉风摇曳，万弩何当影寂寥。岂必林泉甘漱石，却因烟月忆吹箫。星躔旧是扬州路，流水应过廿四桥。
老来娇	叶泮英	不是名花作意红，老来颜色傲春风。几回侧倚栏杆立，错认珊瑚出汉宫。
屏山夕照	叶泮英	峭璧蒙茸绿，天然列画屏。夕阳残照里，添得十分青。
凤仙花	叶泮英	道是仙家卉，亭亭向座隅。纔惊花缀凤，翻见蕊凝珠。色逞秋容好，烟浮暮霭敷。邻家小儿女，纤手爱涂朱。
暮春	叶泮英	春风淡荡柳条轻，半老山花半老莺。迟日满帘飞絮乱，不堪肠断是清明。
龙潭夜月	叶泮英	月皎寒潭清，夜深秋露白。骊龙自在眠，云影荡天碧。
曹仁宪谨荣寿七言律，四首之一	蔡来章	溯厥生平学问醇，巍巍科甲独超伦。无双国士无双品，第一风流第一人。十载读书酬素愿，九重侧席重儒珍。欣然出宰东瀛地，为国为民共此身。
曹仁宪谨荣寿七言律，四首之二	蔡来章	孔迩兴歌乐具瞻，能宽能猛又能廉。孝经羽翼持风教，义学栽培引养恬。名震治中非保障，才夸别驾达闾阎。恭逢寿诞称觞会，士子衿耆献颂佥。
曹仁宪谨荣寿七言律，四首之三	蔡来章	顶礼焚香告上天，河南夫子祝彭年。筹周六甲贞元会，庆尽三多日月延。鹤算长生宜佩籙，龟龄不老直为仙。殷勤敬上南山酒，晋爵加冠定有缘。
曹仁宪谨荣寿七言律，四首之四	蔡来章	不爱虚名不爱钱，既称众母复称贤。捐赀设学情何厚，塾课观风意不偏。簪笏传家孙又子，干坤计岁万而千。世间吏治皆如此，舜日尧天许嫓前。
竹溪寺晚眺	蒋仕登	返照入江渚，长林树欲曛。晚钟催晓月，宿鸟度归云。远近蝉声乱，微茫曙色分。初秋迎爽气，遥望有余欣。
台湾近咏十首呈巡使黄玉圃先生，十首之一	蓝鼎元	东宁大海荒，从古无人至。明末群盗窠，岛夷互窃踞。郑氏奄而有，蔓延为边忌。我皇挞伐张，天威及魑魅。遂使瘴疠乡，文物渐昌炽。川原灵秀开，郁勃不可闭。式廓惟日增，蹙缩非长计。所当顺自然，疆理以时议。勿因去岁乱，畏噎却饭喜。
台湾近咏十首呈巡使黄玉圃先生，十首之二	蓝鼎元	去岁群丑张，揭竿三十万。我旅一东征，倒戈云见晛。七日复全台，壶箪匝地献。可知帝德深，望云争革面。余孽虽时有，死灰谋欲煽。旋起即扑除，夫谁与为叛。当兹振遒铎，教化不容缓。民心原犹水，东西流乍变。弃之铤而走，理之忠以劝。
台湾近咏十首呈巡使黄玉圃先生，十首之三	蓝鼎元	台俗敝豪奢，乱后风犹昨。宴会中人产，衣裘贵戚愕。农惰士弗勤，逐末趋骄恶。嚣陵多健讼，空际见楼阁。无贱复无贵，相将事摴博。所当禁制严，威信同锋锷。勿谓我言迂，中心细忖度。为火莫为水，救时之良药。
台湾近咏十首呈巡使黄玉圃先生，十首之四	蓝鼎元	闽学追鲁邹，东宁昧如障。当为延名儒，来兹开绛帐。俾知道在迩，尊君与亲上。子孝及父慈，友恭更廉让。从兹果力行，诱掖端趋向。其次论文章，经史为酝酿。古作秦汉前，八家当醯酱。制义本儒先，理明气欲王。洗伐去皮毛，大雅是宗匠。此地文风靡，起衰亦所望。
台湾近咏十首呈巡使黄玉圃先生，十首之五	蓝鼎元	台地一年耕，可余七年食。寇乱继风灾，民间更萧索。今岁大有秋，仓储补云亟。谷贵虑民饥，谷贱农亦恻。厉禁久不弛，乃利于奸墨。徒有遏籴名，其实竟何益。估客既空归，裹足此寥寂。何如撙节之，一艘一百石。穷年移不尽，农商惠我德。幸与诸当途，从长一筹画。
台湾近咏十首呈巡使黄玉圃先生，十首之六	蓝鼎元	累累何为者，西来偷渡人。锒铛杂贯索，一队一酸辛。嗟汝为饥驱，谓兹原隰畇。舟子任无咎，拮据买要津。宁知是偷渡，登岸祸及身。可恨在舟子，殛死不足云。汝道经鹭岛，稽察司马门。司马有印照，一纸为良民。汝愚乃至斯，我欲泪沾巾。哀哉此厉禁，犯者仍频频。奸徒畏盘诘，持照竟莫嗔。兹法果息奸，虽冤亦宜勤。如其或未必，宁施法外仁。
台湾近咏十首呈巡使黄玉圃先生，十首之七	蓝鼎元	台邑最褊小，征粮视凤诸。土狭赋独重，民困曷以纾。台湾田一甲，内地十亩余。甲租八九石，亩银一钱输。将银来比粟，相去竟何如。纳粟弊多端，斗斛交相愈。折色比时价，加倍复何居。凤诸虽厚敛，什百台版图。垦多或报少，以羡补不敷。台土瘠无旷，冲压且偏枯。安得相均匀，丈轻三邑俱。征收同内地，含哺乐只且。
台湾近咏十首呈巡使黄玉圃先生，十首之八	蓝鼎元	郡东万山里，形胜罗汉门。其内开平旷，可容数十村。雄踞通南北，奸宄往来频。近以逋逃薮，议弃为荆蓁。此地田土饶，山木利斧斤。移民迁产宅，兵之亦齗齗。何如设屯戍，守备为游巡。左拊冈山背，右塞大武臀。既清逸贼窟，亦靖野番氛。府治得屏障，相需若齿唇。
台湾近咏十首呈巡使黄玉圃先生，十首之九	蓝鼎元	诸罗千里县，内地一省同。万山倚天险，诸港大海通。广野浑无际，民番各喁喁。上呼下则应，往返弥月终。不为分县理，其患将无穷。南划虎尾溪，北踞大鸡笼。设令居半线，更添游守戎。健卒足一千，分汛扼要冲。台北不空虚，全郡势自雄。晏海此上策，犹豫误乃公。
台湾近咏十首呈巡使黄玉圃先生，十首之十	蓝鼎元	台湾虽绝岛，半壁为籓篱。沿海六七省，口岸密相依。台安一方乐，台动天下疑。未雨不绸缪，侮予适噬脐。或云海外地，无令人民滋。有土此有人，气运不可羁。民弱盗将据，盗起番亦悲。荷兰与日本，眈眈共朵颐。王者大无外，何畏此繁蚩。政教消颇僻，千年拱京师。
曹仁宪谨荣寿七言律，六首之一	苏衮荣	何年生甫诞维崧，阖邑趋尘拜下风。案牍判余神最暇，金银气识眼能空。琴鸣善治饶供职，馆辟翘才亦养蒙。为计行旌初至日，欢声一一已呼嵩。
曹仁宪谨荣寿七言律，六首之二	苏衮荣	神君飞舄乍鸣驺，小范胸兵克壮猷。团练使民皆有勇，戈袍为我赋同仇。鱼来入釜驱三面，雀亦飘翎遍一州。张弛只知持国体，独醒不肯笑时流。
曹仁宪谨荣寿七言律，六首之三	苏衮荣	斯民何幸使君来，两袖风清济世才。疾苦输情佥志协，闾阎生计上心栽。鸿都经示童蒙告，鸡斗衅清鼠雀猜。陶冶能将群类铸，南山佳气满蓬莱。
曹仁宪谨荣寿七言律，六首之四	苏衮荣	讲席斯文课切磋，肯因小邑废弦歌。新成试院觚初破，自是虚堂鉴不磨。哕却鸾旗丝竹奏，输将鹤俸鼓钟和。奎声辉映弧星朗，到处葵忱听玉珂。
曹仁宪谨荣寿七言律，六首之五	苏衮荣	五载铜章此绾符，神仙风度解双鳬。公堂鉴影金悬镜，止水盟心玉在壼。鞅掌几层劳抚字，折腰独不假驰驱。千秋寿祝修佳传，循吏将来是循儒。
曹仁宪谨荣寿七言律，六首之六	苏衮荣	洛阳自昔会耆英，闲气又钟大雅生。丹壑趋庭诗礼教，紫陵晋爵梓桑荣。宦乡无奈思鲈脍，舆望殊深称兕觥。介寿跻堂登夏校，南飞一曲有余情。
次韵送夏宝成，二首之一	卫克堉	东宁开辟着繁难，泽被番黎磐石安。勉步后尘惭政拙，回思前日罄交欢。无穷别意萦衷曲，不朽勋名在简端。父老扳辕欲借寇，棠阴夹道姓名刊。
次韵送夏宝成，二首之二	卫克堉	相形遂尔判媸妍，共绾铜符海外天。赤嵌山南看豹变，武峦城北望蝉联。登龙谬许称同谱，附骥还思策短鞭。漫诵西湖留别句，岩疆未易驻三年。
