<begin>	1	人事类
2	山水	绿绕 峨嵋秀 青罗带 碧螺髻 罗带水来 青来 燕尾分 碧玉簪 苍玉鳞 剑芒山起 千岩竞秀 好山千嶂隘 鸟度屏风 山势蜂腰断 乱峰巉似槊 山如翠浪涌 万壑争流 流水一张琴 人行明镜中 溪流燕尾分 一水淡如油 水作玉纹飞
3	井	绮栏 石甃 玉槛 银床 玉甃 桐生 投辖 玉羊 丹砂 泓寒 寒泉 美水 掘地 凿饮 桐阴 金瓶 金干 银罂 桃落 润田 金鸟 云母 甃碧 清液 清泉 及泉 破圆 苔色 泓澄 苔侵 澄彻 百尺深 黄帝穿 苔藓色 炊香稻 桐碎影 雕镂为盘 体清能鉴物 冷冽 月透 寒甘 千丈润 尧民凿 辘轳声 煮新茶 桃落花 宝钿作干 色白每含虚 深涵秋雨冷 团团围石甃 通为今古惠 旱许邻人汲 及见嬴瓶者 静泛落花香 耿耿荫桐阴 用济往来行 湿余秋草生 翻思抱瓮人
4	天台山	采药 碧纱 犬吠 烟霞 瑶草 持杯 丹灶 鸡鸣 日月 仙桃 势支五岳 碧沙洞 流水桃花 洞桃初熟 路邃云封密 石洞烟霞古 桃花今尚在 流出一杯 红树枝头 玉沙瑶草 人间日易斜 山高日出迟 仙桃雨露香 仙子昔何之
5	水	润下 朝宗 包天 春满 静鉴 四渎 荥河 四海 益深 流湿 负舟 鱼鳞 雁浮 浮天 绿波 带地 冬凝 怀珠 三江 入海 百川 就下 积阴 利物 鸭头 鱼乐 载地 清浪 满泽 穿沙 渺渺 悠悠 冯夷 习坎 物水 无滞 漾漾 匝岸 碧潮 拍岸 激石 兼天 倒峡 溶溶 滚滚 河伯 盈科 锦流 有声 滔滔 平堤 绿涨 平津 扬波 水色 桥畔 秋浦 金清 春深 一勺多 流百川 平中准 方圆析 通诸海 清到底 潮光 柳边 暮潮 鸭绿 秋涸 万物润 利万物 负大舟 清浊音 观其澜 碧连空 浮青荇 清见底 流不尽 玉方流 百川合派 窃壤以堙 动乐有机 日暖寒鸥浴 醮绿杨 绿生波 意自闲 珠圆折 万折朝东 积灰而止 虚浮无物 人归小艇横 苇岸漂红叶 漾日青浮鸭 既为朝海势 可洗许由耳 风蹙波纹皱 净与澄心等 渔矶侵绿苔 含风翠蹙鳞 复起履舟波 能浮范蠡舟 烟含练色新 清将照胆同
6	水声	骇浪 鸣湍 鸣弦 鲸吞 石激 喧豗 水乐 浩浩 浩渺 昼夜 惊涛 触石 漱玉 鼍吼 山回 震掉 籁鸣 泠泠 潺潺 古今 惊浪 雨后 摘月 危湍 喧玉韵 来客枕 朝江汉 闹同风撼竹 怒湍号不彻 可乱笙簧韵 怒湍 风前 穿云 险濑 杂松声 响山居 动鼓鼙 清等夜鸣弦 触石激难收 能分风雨声
7	水帘	云额 玉碎 飞带 喷玉 悬空 一条 喷云 直下 入画 一竿 高挂 滴滴 月钩 珠联 挂蟾 飞珠 挂壁 千尺 遮月 常流 飞空 万点 长悬 潺潺 云际 新月 奔泉 映明月 展开百尺 飞流垂洞口 额借浮云卷 日看波浩漾 巧障华山女 岭头 垂虹 走石 碎白云 隔断长空 一派挂檐头 钩凭新月悬 夜听水潺湲 轻遮姑射仙
8	市井	街衢 嚣尘 旗亭 一哄 懋迁 货财通 通万货 聚四民 青箬裹蓝 财货通天下 闤闠 廛肆 候馆 千家 交易 车马闹 会三时 驱百役 绿荷包饭 锥刀较日中 财货交通地 书有王充阅 康衢游客闹 晓郭云藏市 舟车凑集时 箫无伍子吹 闾巷隐人闲 春山鸟护林
9	石	苔缠 土精 云抱 地骨 落星 印鹊 奇形 磊落 苍藤 萤过 采处 一拳 云根 苍苔色 孤云绕 添幽致 化女 井龟 怪状 巉岩 碧藓 蚁穿 断时 双笋 海眼 瘦鹤姿 万木姿 助雅吟 熊渠射虎 烟波含宿润 带山疑似兽 微醉还堪倚 雪尽身还瘦 奇应潜鬼怪 尖削琅玗笋 初平叱羊 苔藓助新青 浸浪有如鲸 孤吟静更眠 云生势不孤 灵合蓄风雷 洼剜玛瑙罍 岩姿春藓匝 潮色白云随
10	石洞	瑶草 碧沙 日月 玉沙 红杏 烟霞 翠藓 白云 野桃 云壑 猿啸 野人 笙歌 虚室 藕花 水面 青儿守 菱茨实 碧桃 红叶 寒溜 石坛 龙归 仙子 云鹤 高窗 松影 山腰 白云封 薜萝衣 连溪碧 秋深青藓匝 门开空寂寂 翠滴半空雨 石泉为晓镜 雨腥龙起处 满涧香 夜静白云深 地僻暗沉沉 苍摇一壑烟 水月当帘钩 云伴鹤归时
11	石桥	玉甃 飞甃 金柱 霓拖 金堤 截川 玉栏 虹饮 鞭石 势曲 苔痕 百尺 江声 侵汉 崔嵬 半边月 脚底江涛 造舟浮渭日 枕溪鳌背阔 飞空 如磴 浪影 千年 石角 压波 突兀 十文霓 望中烟屿 鞭石表秦功 表柱鹤翎高 何须金作柱 不畏洪波急 自有连云势 不假玉为栏 全凭数尺横 何劳架木功
12	冰	北鼠 东蚕 煮茗 三冬 朝飧 瓶中 狐行 凝阴 出壑 坚凝 水冻 冬凝 棱层 夏荐 渡狐 渡河 六尺 夕饮 壶里 鱼负 履薄 流澌 涸冱 泽坚 春泮 皎洁 冬藏 跃鲤 积雪 寒气 玉壶 堆琼 皑皑 作花 珠碎 气聚 春鱼上 洌洌凝阴至 夕饮臣钦命 履霜 素光 月窟 冱玉 叠叠 澄月 星流 藏周 夏虫凝 峨峨积水成 春开帝荐诚 一川寒浸玉 照人光洞彻 莹閟江心月 月浸光如莹 万壑冷浮银 何日色澄明 光遮水底天 风号冷已凝
13	地	物生 邱陵 荒极 积阴 广大 四游 五土 积块 养材 藏主 泥沙 流丹 常静 母德 经纬 紘埏 湛浊 刚柔 七表 九州 成形 敏树 天根 郊野 濯锦 以宁 充塞 潢络 壶公索 群生载 载物功非浅 绵亘三千界 江山形不改 断鳌何处立 化醇 绝维 蒙谷游 万物亲 无私德莫穷 纵横百二州 草木色如新 驭骥几年巡 竖亥尤难遍 大章未易窥
14	江	岷源 荆池 四渎 萍实 鹦州 楚望 震泽 六川 菱花 鹊岸 祭胥 沉书 九派 潮海 浴日 转山 茫茫 洪涛 澄练 观涛 击楫 菱花 朝宗 吊屈 投局 两川 兼天 浮天 平岸 滚滚 巨浪 滥觞 扬水 乘舻 兰泽 权概 蓼穗 云鸿 荆渚 滟濑 中郎浦 限南北 激赤岸 归渔浦 鹦鹉洲前 谢眺波澄 芦花 雾鹭 楚汀 沧浪 使君滩 辨东西 发黄苓 入海门 鹧鸪山下 伍员涛怒 云沉风荡 浪叠千层白 九江春草外 设险浑无地 晓泛吴门月 潺潺清到底 近濑湓城曲 浪骇波驰 波翻万里青 三峡暮帆前 扶危赖有天 秋涵楚岸霜 浩浩碧连空 斜吹蠡泽隈 地留孤屿小 天入五湖深
15	池	积翠 止水 清泉 凿苔 通泉 春草 凿地 铺锦 养鱼 叠石 园内 蒲长 波光 鱼吹絮 坠絮浮萍 朝涵旭日 寒光一片石 偷天 刻鲸 洗砚 流泉 亭前 萍生 日影 鹭触萍 惊鱼避鹭 夜浸寒星 碧甃四隅新 夜待蟾光入 白鹭窥鱼立 滴月韵如瑟 冰壶新莹绿 朝观水气清 红鳞逐藻游 涨萍波胜苔 宝鉴乍澄光
16	竹径	清风 漏月 爽气 无尘 幽寂 倚杖 醉魂 碧叶 环合 碎影 淡荡 叶疏 扫月 拂云 碎月 一径 声萧索 萧条 弹琴 诗思 绿阴 森罗 寒声 扶疏 阴足 引风 夹道 清音 数竿 影交加 风淡荡 风声碎 疏镂月 王猷笑咏 夹道铺清荫 此君浑不俗 中含清不断 绿影连花圃 月团圞 日影斜 曲通村 蒋诩行吟 沿蹊锁绿云 佳客足相留 旁合碧相迎 清荫接酒家 拂石风生尘 穿篱阴屈曲 支笻露湿衣 遍路影交加
17	竹溪	霭霭 渭川 清声 送月 波青 小桥 涓涓 淇澳 爽气 吟风 沙碧 细石 戛玉 傲雪 漱玉 袪暑 风声 无暑气 一泓碧玉 碧玉波涛冷 月影飞丹凤 穿沙碧干静 摇琼 凌波 敲金 浴尘 波影 有秋声 两岸清风 苍龙窟宅深 雷声濯锦鳞 落水紫包香 荒笋侵颓岸 寒梢拂小舟
18	竹泉	白色 脉脉 猗猗 穿云 清流 寒色 细溜 碎影 涤暑 蠲慝 影碎 纵横迷野径 翠阴 泠泠 湛湛 带月 寒影 细声 柔梢 细流 攘寒 生凉 声寒 淅沥下莲塘 中含青不见 避日波尤冷 波漾苍龙动 枝疏沉月影 界破浓阴密 浮叶翩翻过 傍映碧相连 穿云脉更长 声和彩凤鸣 停溜湛波光 分开细脉长 穿云屈曲流
19	沙	路填 水穿 龙堆 径软 鸥眠 漠漠 篆文 鸳睡 如霜 塞上 鸟迹 地阔 潮没 雁聚 篆平 鹭起 漫漫 星点 凫眠 似雪 滩头 虫书 闪烁 日射 逐浪 岸边 衰草 错落 江头 滩留鸟迹 露浥龙堆 茫茫黄出塞 荧煌 风吹 临流 陌上 黄云 纵横 花底 水寄潮痕 风披鸟篆 漠漠白铺江 鸟散风平篆 静映鸥眠稳 雨膏添愈润 夜月霜华冷 潮回日射星 低迷雁落斜 江沫拥还新 秋风雪浪翻
20	孤峰	轶云 虹外 寸碧 半生 倚云 壁立 一点 峭拔 天际 巍峨 独耸 排千丈 青云表 上日 云端 孤高 一朵 映日 蓝堆 千寻 高寒 云端 崭绝 孤标 耸半空 碧汉前 森列戟 标管隙 寸碧云端 寸碧插云 高插凌云 云鬟侵汉 众山空倚伏 千寻凌汉表 竖立银 出镜中 堆螺水上 孤峰耸汉 直侵远汉 铜柱耸云 坠岫莫连延 一点耸云端 半圭遥隐雾 侵云惟独秀 剑芒摇日脚 雾卷囊攒颖 只有天在上 一柱独擎天 倚汉更无双 笔颖写天心 云舒髻露簪 更无山与齐
21	果园	黄橘 莺含 满林 遍畦 万颗 马乳 烂熟 满架 紫李 朱樱 绿垂 清香 红梅 猿摘 夹径 满畹 千株 木奴 香甜 成林 红桃 绿李 红熟 嫩色 花枝 猿偷 点缀樱桃紫 落花纔满地 露浥千花实 桃梅垂满圃 鸡头连小沼 草蔓 鸟啄 累垂荔子红 结实已盈枝 烟深一径迷 梨杏熟成畦 梨栗助华筵
22	松径	苔绿 寒声 夹道 雅韵 烟黄 清影 沿蹊 清音 散步 引风 接岭 亭立 携笻 郁郁 韵细 幽静 月筛 风韵 龙蛇影 摇鹿尾 声喧路 孤吟 蔽雨 沿崖 森罗 伴鹤 森森 阴浓 清虚 风弄 琴声 风雨声 挺龙形 影满蹊 舞风声淡荡 行行团翠影 曲蹊无野暑 解带消炎热 森罗宵月影 宠月影扶疏 步步散清阴 密荫有余风 支笻步翠阴 清淡晓风声
23	武夷山	九曲 一线 仙机 虹桥 紫云 翠壁 大王 铁板 壑船 石洞 会仙 三孤 三峰 学馆 天柱 丹灶 丹崖 玉女 幔亭 药鼎 画栏 观善 石屏 水三三 冲祜观 云迷古洞 丹山碧水 紫阳书院 诸峰成列位 架壑船谁棹 毛竹 峰六六 大隐屏 鹤护仙家 樵唱渔歌 仙女织机 曲水显圆机 悬崖机自停 鸟道梯危险 茅庵隐翠微
24	河	河伯 三门 浩浩 茫茫 两源 泛槎 泉至 浊流 巨浪 贯海 水清 渎宗 九曲 洋洋 渺渺 九折 沉璧 穷源 惊浪 长流 滔天 冰合 昆仑 柏泛 鼠饮 荷精 万里 连天 箭浪 投璧 九里润 流玉塞 星入昴 洪波通海去 积石 苇杭 蚷驰 流化 千年 入海 莹光 沉舟 千年清 决金堤 龙负图 巨浪接天流 浪蹙龙鳞活 独且平原过 古今来不尽 声寒吞岳渎 波狂虎眼旋 宜推四渎先 舟楫去无穷 影阔浸干坤
25	泛湖	泛舟 画桡 兰舟 鼓声 彩旗 竞渡 镜中游 沽酒市 幽香发 棹飞梭 载酒 迎客 锦缆 棹影 画鼓 凌波 天上坐 钓鱼船 细浪寒 标夺锦 青梅老 青山出没 彩旗夹岸 藻密行舟止 棹争飞鸟疾 小舟浮鸭绿 箫鼓满流水 画舫游 元气浮沉 罗袜凌波 湾多转楫频 标夺彩龙回 大杓泻鹅黄 风烟生画旗
26	陂塘	红蓼 菰米 紫荷 莲房 暖烟 游子 柳色 游人 水鸟 缘阴 画船 解缆 幽鹭 鸳鸯浴 一篙寒水 柳浓天霁雨 晴日 渔人 波光 宿鸟 杨花 春水 翠柳 捕鱼 彩鸳 翡翠眠 几叶渔舟 萍坼岸含风 风停霜镜凈 春风何限绿 舟移波浸树 月浸玉壶清 白鸟自由飞 岸阔水浮村
27	恒山	截燕 宝符 析木 辰星 洞渊 神护 金殿 帝籙 燕云壮 撑天起 劈冀 蛇阵 昴精 珪璧 率然 玉坛 仙岩 天地分 压地蟠 张果岩前 影落沧溟北 九庙龙盘接 天业恢宏大 水石闲相滴 控赵襟形壮 银鏐诸产富 长桑洞 云开斗柄南 三邦蛇势吞 山灵朔卫屯 云山倦更宜 包燕气象浑 雷雨万灵奔
28	春山	树密 送青 翠影 清游 花香 群木 歌莺 翠幕 花幽 横翠 岚光 胜赏 泉韵 百花 戏蝶 花屏 日丽 青帐 瀑布 绣岭 花然 染青 鸟语 花草 佳景 薜萝 晴岚 藤萝密 听啼鸟 风和 画屏 草茵 烟溪 桃发 如画 莺歌 云烟 胜游 竹木 胜事 草木肥 看落花 青雾里 翠滴滴 晴光媚 烟滋树翠 白云四面 谢屐登临 碧烟添野色 林峦迎丽日 碧云边 烟重重 暖气浮 风度花香 绿柳前头 秦楼眺望 暖日映岚光 草木喷清香 倚天青嶂阔 鸟啼人不见 日暖禽声碎 烧痕青不断 黛拨低屏嶂 拔地画屏高 花落树犹香 风和草色新 芳荫绿初稠 青分小髻鬟
29	春水	茫茫 柳塘 寒光 曳练 桃浪 眠凫 螺黛 绿波 浪暖 浴鹭 桃湾 桃花浪 汨汨 桃岸 蓝影 拖蓝 杨津 泛鸥 鸭头 红雨 波清 浮鸥 花径 杜若洲 芳草渡 侵钓艇 浅含池草 荷塘千倾阔 日暖波浮绿 岸花红照水 波清拖荇带 绿杨堤 染渔蓑 轻漾坞花 铜鉴一奁磨 风微浪蹙鲜 岛树绿含风 浪暖涨桃花 鹭翘休映日 湛碧浅深去 鱼跃已翻红 残红多少浮
30	春郊	碧水 黄莺 烟薄 青芜 绿阴 绿野 鸟和 芳树 园林 游人 柳花 淡烟 柳阴 孤村 细草 溪山 桑畦 花枝 草短 鸟啼 临水 车马 牧竖 野竹 微雨 花影 小径 幽花 桑柘 麦陇 柳絮 麦深 花谢 遶堤 傍花 携妓 望城 策杖 野路 花铺 草径 着履 桑阴 远水 霁光 荒陂 云生陇 随柳 游蜂 憩树 乘驴 江村 酒旗 花坞 携笻 柳影 疏林 晴日 平野 水满田 丽日迟 花生树 浮鸂鶒 人耕绿野 管弦金谷内 鸭绿溪光嫩 草浅平芜绿 犬眠花影地 游人醉 柳满条 叫杜鹃 犬吠花村 车马画桥东 鹅黄酒色轻 花深远树红 牛牧雨声坡 燕子衔泥去 日净山如染 杨花扑面飞 风暄草欲熏
31	春径	宝马 落花 密绿 夹道 侵途 野色 朱轮 芳草 疏红 匝涂 夹路 春光 芳径 过客 遗簪 往来 携酒 按红 载酒 悠扬蝶 车马客 地偏花寂寞 绿暗连村柳 朱栏 游人 拾翠 游戏 看花 拨绿 游春 烂熳花 绮罗人 林静蝶徘徊 红明委地花 黄莺啼过客 竹外红尘少 碧草色犹嫩 踏翠登山去 粉蝶引游人 花间暗水流 紫花香渐多 飞花满径春
32	泉	云根 剖竹 卓锡 石罅 穿林 刺山 涵云 注玉 滴滴 涓涓 滚滚 竹引 声寒 一脉 寒脉 澄清 漱雨 山溜 雅景 洛石 溅珠 泠泠 混混 潺潺 花流 派远 千声 澄源 凄冷 连云 岩流 清流 拖练 暗壁 遶石 素色 滋稼 一泓 岩涓 碎声 飞崖 奔崖 漱琼 鸣琴 莹莎 跳珠 阴崖 通池 寒声 濯缨 万斛 石溜 斜影 喷壑 溅石 鸣玉 瀑布 漱藓 挂壁 穿条竹 寒遶石 幽涧满 吐寒碧 洁尘襟 静流明月影 细声穿石乱 引月归茶灶 冲崖 带落花 细通池 小池平 漱琼瑶 沁诗脾 清濯野人衣 寒色入潭空 穿渠溉稻田 影含山色凈 架空横竹引 傍松生鹤影 冷必漂红叶 波泻练光平 凿石透渠飞 触石长苔痕 清堪漱白云
33	泉声	沥滴 断续 瑟韵 漱玉 清耳 洗心 牵思 雅韵 沥沥 滴滴 琮琤 潺湲 玉鸣 带琴 蠲烦 清梦 折醒 清音 泠泠 琮琮 飞岩 涓涓 佩落 迅湍 聚沫 乍闻 跳珠 杂佩 古今 浮清罄 佩环响 通瓷瓮 喷石 湛湛 琴调 垂滔 通流 久听 碎玉 鸣球 昼夜 泻素弦 竿籁声 掣迅雷 竹仞洒来 林间声沥沥 行到云山暮 随风多泛曲 客尘向日洗 高秋初雨后 一泓深处 石畔响潺潺 卧闻风雨秋 和雨有遗音 病渴此时瘳 半夜乱山中
34	流水	混混 洋洋 渺渺 滔滔 流东 不息 趋下 奔湍 湍急 在本 脉脉来无已 川逝虽堪叹 源源三峡到 悠悠 滚滚 就下 无穷 朝东 至海 波倾 朝宗 滔滔逝不停 狂润亦可观 汨汨几时休 昼夜何曾舍 春秋不渐停
35	盆池	听雨 清圆 照坐 菰叶 放生 浅小 当轩 苹花 柔莎 浅浪 浮萍 种藕 游鱼 小叶 浅浅 沉月 藓色 苔绿 风声细 临幽槛 鱼出没 碧甃 纤鱼 阴竹 凿苔 怪石 纵鳞 澄澄 浸星 苔痕 荷青 雨点稀 映假山 石玲珑 满一壶冰 鱼纔及寸 汲井理盆 日射盈池翠 涵虚心不浅 青盖擎疏雨 清风乱荷叶 容几点星 藓小于钱 敲针作钩 风飘满座香 待月底长圆 红媚细波 细雨出鱼儿 清阴生古木 小雨长新荷
36	秋山	朝爽 苜蓿 夕佳 砧杵 败叶 萧疏 清高 气高 云封 千岩 黄叶 风高 丹崖 巍峨 竹繁 枫叶 断壁 幽兰 寂寞 碧瘦 光近 月挂 叠岭 白云 影淡 碧嶂 摇落 藤落 菊花 疏松 云霞现 螺黛浅 幽崖树色 竹兼露密 拔地峰峦壮 削成青玉片 红变峰前叶 风霜摇古秀 风月清 画图宽 绝顶松涛 藤与风长 撑天气势高 截断碧云根 黄凋涧底毛 云日射寒泉 万壑风烟冷 桂熟长收子 清高疑拔地 千崖气象高 兰生不作畦 孤瘦欲拿空
37	秋水	波静 冷涵 漠漠 泓泓 渺渺 寒影 色莹 蓝光 潭清 寒漾 沉沉 湛湛 清光 光涵 黛色 澄清 枫江 波寒 蒲洲 王勃记 金鉴净 清彻底 吴江冷 冷涵螺绿 轻摇落日 莹洁 荻岸 岸远 蓼渡 屈平歌 玉壶清 绿无痕 楚岸寒 寒漾黛青 远映残枫 玉壶清到底 一色连天碧 风波拖白练 山寒沉碧瘦 沙明分鸟篆 鱼梭潜密叶 舟如天上泛 冰鉴静无尘 纤毫与鉴明 霜叶浸红霞 枫冷映红酣 波静共鸥盟 雁影度深潭 人似镜中行
38	秋郊	砧响 晚云 寒蝉 折苇 红叶 荞秧 新枣 禾稼 樵声 秋树 高鸟 枯荷 黄花 梧叶 晚瓜 云山 牛羊 西风 落叶 牧竖 渔歌 潇洒 溪翁 荞花 烟蔬 风满袖 牛羊饱 瓜栖蔓 鸟雀 落日 西风 村童 牧笛 寂寞 野叟 禾穗 霜实 水涵空 橘柚香 枣缀枝 山川供醉眼 禾稼离离秀 风霜正杀物 寒草留归犊 采菊双鞋露 残阳闻牧笛 桑柘涤烦襟 山峰叠叠明 村落未收禾 残阳送去鸦 寻诗满袖风 孤岸见渔舟
39	秋径	草荒 白草 红叶 碧苔 地僻 丹枫 黄花 青藓 晓露 虫声 寂寞 山蹊 月冷 羞草 野外 蛩吟 草露 经游少 寒芜白 萧条萦远岸 寒烟 露气 凄凉 江岸 风寒 鸣鸿 窗前 雁过 芦烟 过往多 落照黄 纡曲过前庄 石莎无雨瘦 不用草茅塞 鸦噪风寒日 树暗惊响 秋竹共蝉清 犹存松菊荒 莺飞月暗时 苔深见屐痕
40	岛屿	鳌背 鲸波 鲸髟鼠 鳌日 立鹭 烟树 栽柳 浮沉 隐隐 海气 晓风 鹤汀 潮生 天际 蜗角国 鳌眼 螺鬟 翔鸥 渔舟 映荷 缥缈 漫漫 潮声 寒涨 凫渚 风暖 波心 鸭头波 千寻碧 雨余添藓面 数寻波面 青苍浮水面 隐隐三山耸 万顶金 潮退露云根 一髻鉴中心 突兀立波心 茫芒一水环
41	桃溪	红云 锦浪 花落 夹岸 碧水 清波 两岸 吴水 曲折 迷醉眼 绛雪 红霞 水流 侵船 春风 红影 千株 武陵 湾环 点春衣 涨茜锦 香连别岛 绿添三月水 燕掠香泥去 绮罗家夹道 芳溪霞烂日 浸红霞 影夹长沟 红浸一川霞 鱼吹锦浪翻 锦绣岸横舟 古岸锦翻涛
42	泰山	秋祭 云阙 神府 天孙 秦松 三庙 封碑 天门 仙闾 日观 汉柏 五祠 虞柴 鉏父 雨土反 东岳 神房 古殿 翠壁 琪树 大坛 瑶草 夫子登 升日观 兖镇 芝童 云封 岱宗 香井 长松 丹邱 珠帘 老柏 翠华 子贡问 透云关 沧海雨 笑日野花 神人鞭石 气压恒嵩 寰宇登临小 神府新芝草 人愁造化迹 赤城霞 入云风磴 方士乘舟 青分齐鲁 龟蒙视举凡 仙人旧石闾 神闷往来踪 诸峰知峻极 烟霞含景象 五岳独尊严 草木炽天香
43	浦	水深 沙静 烟冷 雨暗 浪平 月明 平沙 雁宾 荷翻 捐佩 送别 江边 细流 小岸 叠石 渔父 苹汀 江苇 水口 曲岸 鸥戏 舟倚 落叶 伤离 水口 断岸 斜阳 堆沙 水禽 蓼岸 沙鸥 烟波 鸥鸟 鹭翘 归鸦 沙碛 鸥鹭 青苹渚 通远浦 村坊上下 日落渔歌处 沙凈明如洗 渔翁 鸥泛 野鸭 钓矶 汀洲 红蓼洲 接平津 渔父青黄 风清蓼岸头 波沉莹若冰 夜深渔火乱 霜月歌寒渚 潮罢沙生嘴 人行秋色 日暮客帆归 江声惊夜船 风宁浪减痕 雁落客愁边
44	海	朝宗 天池 鲛室 秦桥 水伯 动地 地脉 蜃楼 汉柱 波臣 积流 玉阙 丛桂 鲲壑 石室 大壑 洪波 纳汉 聚下 千涛 蠡测 日上 委输 委水 琼田 扶桑 鼍梁 银宫 天台 苍屿 吞江 纳污 万里 鲸翻 潮来 重润 赤县 红波 渤澥 烟岛 鲸波 鲲溟 鳌踊 鲸目 弥漫 三山 浴日 包干 铁网 碧津 白浪 沧溟 风潮 鼍浪 鲸渤 鹏飞 鳌头 汹涌 九屿 消星 括坤 仙楂 驱石 坎德 尾闾泄 众归流 群川主 无底谷 润千里 草名不死 含洪深莫测 半浸中流岸 钓鳌 坤区 精卫填 百川会 百谷王 不扬波 纳百川 树可还魂 浩荡广无穷 旁通异域船 积流横地纪 岛间应有国 月涌水轮出 雾开鳌殿出 江汉源流众 疏派到天潢 波外恐无天 涛翻雪浪来 风急蜃楼斜 蕃彝岛屿多
45	假山	削成 安排 截断 整顿 一篑 对 望中 山骨 叠石 匠智 出 寸岫 砌下 坚姿 疑在野 尘埃外 苍苍石 层峰 当轩 窗外 江珍 栽花 天形 创成 片云 庭前 秀色 欲生云 几席间 叠叠峰 尺寸间 苔增野色 难兴云雾 盆泉幽涧古 向日岚光活 自得堆螺势 烟翠三秋色 陵峦足 竹助岚光 欲肖昆仑 拳石翠拳新 乘阴嶂气昏 应殊聚土形 波涛万古痕 壶公闲日月 缥缈神仙宅 蚁国小山川 嵌空虎豹居
46	梅溪	花落 照影 径斜 飘香 影斜 清泚 寒影 碧凈 月影 暗香 佳句 一枝临水 江上水仙 波摇曲岸 波底留疏影 香动 横枝 幽香 黄昏 波光 清影 新吟 两岸浮香 月中玉女 香散危桥 枝头度暗香 风堕树头雪 冷含烟影瘦 波清涵瘦影 月招波底魂 斜傍草堂幽 地暖发孤根
47	野烧	燎原 照野 惹草 烈烈 远近 鸟惊 光晃 风卷 生烟 随风初绕电 欲临沿涧断 烧草 连山 焚枝 荧荧 高低 兽走 烟笼 星飞 如昼 翳雾忽如星 忽上晚峰明 隔江斜照水 闪闪连空卷 沿树直侵星 炎炎逐欲生
48	堠	官途 路畔 官路 迎来 小屋 荒草 远近 五里 傍砌 记里 长亭 地面 林边 客亭 送去 短碑 寒烟 东西 几程 当途 算程 古道 楚地 当头 当路 地名 山遮 历历 嶂鸟 老树 明州县 迎过客 明十里 淡日凝烟 秦关 对面 植槐 程数 水隔 亭亭 烟林 前途 入画图 指迷人 辨分歧 斜风吹雨 苔藓今仍古 占些闲隙地 阅人松树老 虽然为界限 尽人知大道 风霜秋复春 阅尽往来人 经火堠碑残 端可记行程 免使暗前程
49	渡	驻马 呼舟 停骑 往来 蓬间 橹声 晚程 芳草 津头 翁下钓 客分袂 洲接东西 沙灿朝阳 唤船 南北 苇外 柳色 春岸 绿杨 堤畔 客浮舟 渔傍槎 路通南北 鸥浮暮雨 寒云生远岸 鸣橹中流急 与鸿分渚泊 灯影渔舟外 云添疏树影 沙眠牛向背 落日艳平波 悬帆上水迟 招月共船眠 滩声客枕边 叶补败船蓬 波浴鹭浮沉
50	渡口	断桥 鸥鹭 理楫 波涛 烟艇 孤帆 往来 征人 风雨 立马 待船 问津 白烟 水声 水畔 芳草渡 斜雨岸 江州 落日 南北 舟子 烟波 呼舟 呼渡 驾竹 青柳 岚气 蓬间 绿杨堤 逆风航 岸滑邻苔径 断云横落照 隔岸呼舟楫 日日行人过 残日衔沙尾 春水渡傍渡 形湾遶柳阴 独马下寒沙 临河立马牛 时时小艇浮 孤帆落戌头 夕阳山外山
51	湖	碧草 白芜 扁舟 安流 三山 镜花 长堤 水光 玉壶 红云 深浦 巨浪 积水 五渚 天影 近岸 花气 实鉴 极日 赤沙 风帆 霜镜 渔火 绿藤 旧滩 岸远 波卷地 冰镜凈 鱼出没 千帆雨 平波 青草 雪浪 冰壶 客船 红藕 新树 源深 浪浮天 玉壶清 浪高低 一笛风 黄帝贮水 水光入座 漠漠天连水 水纹晴外涨 日月鸿蒙 滉瀁疑无际 星斗寒相照 范蠡乘舟 花气侵人 萧萧风卷芦 霜镜晓来清 干坤浩荡前 飘颻似度空 烟波碧四围
52	华山	千重 孤掌 骑龙 玉版 二华 三峰 驾鹿 神丹 金液 毛女 削成 莲花 仙掌 西岳 金天 地载 玉井 青崖 石榻 太白 丹谷 玉浆 巨灵 绣出 石鼓 神踪 太华 西地 神开 仙崖 白谷 井莲 少阴 翠崖 雾市 种玉 苍龙岭 仙掌月 岩观海 撑天起 陈抟高隐 名高五岳 人才扪虱 仙妪骑龙 云台 烧丹 玉女峰 岳莲风 袖拂天 亘地蟠 韩愈好奇 秀出三峰 名士问天 圣君归马 固护秦城 二峰盘地轴 云对莲花落 连天凝黛色 势从仙掌断 足履四方顶 磴鲜连局蹐 封疆豫地 一水落天绅 霞横峻掌飞 百里透青冥 气共首阳连 肩摩五尺天 梯飙颭伶俜
53	乡里	田园 儿童 桑梓 共井 耆老 亲旧 枌榆 分灯 衣锦 高人里 鸣珂里 冠盖里 乡名郑公 传屐朝寻乐 井泉分地脉 篱根分井口 读书 君子乡 月旦评 父母邦 邻贤季雅 分灯夜读书 砧杵共秋声 壁隙透灯光
